[0mroot [8] g4->ApplyCommand("/control/execute materialScan.mac"[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[0m[38;5;83m[1m([0m"/control/execute materialScan.mac"[0m[38;5;83m[1m)
[0m/control/execute materialScan.mac
# Include default setup
#/control/execute jleic.mac
#Theta range: bins, start, span
/control/matScan/theta 1 0 0
#Phi range: bins, start, span
#/control/matScan/phi 1000 163 34
/control/matScan/phi 3600 0 360
#Start scan
/control/matScan/scan

         Theta(deg)    Phi(deg)  Length(mm)          x0     lambda0

                  0     91.8255        5000   0.0268894   0.0124145
                  0     91.9255        5000   0.0268922   0.0124155
                  0     92.0256        5000   0.0300472   0.0139424
                  0     92.1256        5000   0.0274843   0.0126528
                  0     92.2256        5000   0.0308831   0.0143087
                  0     92.3256        5000   0.0287193   0.0132327
                  0     92.4257        5000   0.0293131   0.0134709
                  0     92.5257        5000   0.0293172   0.0134725
                  0     92.6257        5000   0.0311112   0.0141706
                  0     92.7258        5000   0.0315259   0.0144484
                  0     92.8258        5000   0.0319473   0.0146052
                  0     92.9258        5000   0.0316421   0.0144922
                  0     93.0258        5000   0.0333877   0.0155125
                  0     93.1259        5000   0.0304406   0.0140804
                  0     93.2259        5000   0.0309363   0.0144162
                  0     93.3259        5000   0.0323467   0.0150126
                  0      93.426        5000   0.0294037   0.0135974
                  0      93.526        5000   0.0304818   0.0141769
                  0      93.626        5000   0.0344906    0.016069
                  0      93.726        5000   0.0325849   0.0151696
                  0     93.8261        5000   0.0321019   0.0149401
                  0     93.9261        5000   0.0303599   0.0141173
                  0     94.0261        5000   0.0333406   0.0155068
                  0     94.1261        5000   0.0311308   0.0144403
                  0     94.2262        5000   0.0311605   0.0144541
                  0     94.3262        5000   0.0307887   0.0143725
                  0     94.4262        5000   0.0288273   0.0131843
                  0     94.5263        5000   0.0288324   0.0131864
                  0     94.6263        5000   0.0317673   0.0145972
                  0     94.7263        5000   0.0288426   0.0131906
                  0     94.8263        5000   0.0287985   0.0134262
                  0     94.9264        5000   0.0275701   0.0127712
                  0     95.0264        5000   0.0275737   0.0127726
                  0     95.1264        5000   0.0304951   0.0141771
                  0     95.2265        5000   0.0293523   0.0136343
                  0     95.3265        5000   0.0323337   0.0151478
                  0     95.4265        5000   0.0316709    0.014749
                  0     95.5265        5000   0.0324347   0.0151105
                  0     95.6266        5000   0.0322859   0.0150385
                  0     95.7266        5000   0.0311432   0.0144729
                  0     95.8266        5000   0.0342803   0.0159798
                  0     95.9266        5000   0.0314579   0.0146219
                  0     96.0267        5000   0.0328851   0.0153259
                  0     96.1267        5000   0.0334687   0.0156035
                  0     96.2267        5000   0.0351602   0.0162535
                  0     96.3268        5000   0.0343854   0.0158982
                  0     96.4268        5000   0.0341316   0.0155952
                  0     96.5268        5000   0.0345988   0.0158431
                  0     96.6268        5000   0.0335566   0.0154704
                  0     96.7269        5000   0.0335285   0.0154567
                  0     96.8269        5000   0.0334804   0.0154335
                  0     96.9269        5000   0.0363243   0.0168009
                  0      97.027        5000   0.0333194   0.0153562
                  0      97.127        5000   0.0343925   0.0159343
                  0      97.227        5000   0.0329893   0.0151947
                  0      97.327        5000   0.0342383   0.0157154
                  0     97.4271        5000   0.0332175   0.0152634
                  0     97.5271        5000    0.032932   0.0151282
                  0     97.6271        5000   0.0343253   0.0158198
                  0     97.7271        5000   0.0308898   0.0141874
                  0     97.8272        5000   0.0302412   0.0138551
                  0     97.9272        5000   0.0329799   0.0151591
                  0     98.0272        5000   0.0318058   0.0144303
                  0     98.1273        5000   0.0353763   0.0162258
                  0     98.2273        5000   0.0335013   0.0152582
                  0     98.3273        5000   0.0334312   0.0152243
                  0     98.4273        5000   0.0306117   0.0140441
                  0     98.5274        5000   0.0315661   0.0144966
                  0     98.6274        5000   0.0294283    0.013486
                  0     98.7274        5000   0.0317487   0.0145829
                  0     98.8275        5000   0.0300765   0.0138424
                  0     98.9275        5000   0.0307605   0.0141683
                  0     99.0275        5000   0.0324104   0.0148973
                  0     99.1275        5000   0.0331556   0.0152514
                  0     99.2276        5000   0.0304489   0.0141497
                  0     99.3276        5000   0.0295128   0.0136951
                  0     99.4276        5000    0.029962   0.0138936
                  0     99.5276        5000   0.0298435   0.0138369
                  0     99.6277        5000   0.0270125    0.012475
                  0     99.7277        5000   0.0270163   0.0124766
                  0     99.8277        5000   0.0302232   0.0139275
                  0     99.9278        5000   0.0311444   0.0142845
                  0     100.028        5000   0.0315629   0.0144835
                  0     100.128        5000   0.0323704     0.01489
                  0     100.228        5000   0.0294694    0.013647
                  0     100.328        5000   0.0268256   0.0123742
                  0     100.428        5000   0.0268295   0.0123759
                  0     100.528        5000   0.0297363   0.0137734
                  0     100.628        5000   0.0280807   0.0129639
                  0     100.728        5000   0.0292915   0.0136084
                  0     100.828        5000   0.0280237   0.0129324
                  0     100.928        5000   0.0270379   0.0124851
                  0     101.028        5000   0.0303416   0.0141161
                  0     101.128        5000   0.0331341   0.0154206
                  0     101.228        5000    0.036746   0.0171515
                  0     101.328        5000   0.0302331   0.0140246
                  0     101.428        5000   0.0282249   0.0130377
                  0     101.528        5000   0.0282292   0.0130395
                  0     101.628        5000   0.0300234   0.0137377
                  0     101.728        5000   0.0300289     0.01374
                  0     101.828        5000   0.0337575   0.0155461
                  0     101.928        5000   0.0306836   0.0140775
                  0     102.028        5000   0.0300118   0.0139507
                  0     102.128        5000   0.0303297   0.0141016
                  0     102.228        5000   0.0316921   0.0147376
                  0     102.328        5000   0.0353884   0.0164718
                  0     102.428        5000   0.0326878   0.0151799
                  0     102.528        5000   0.0327723   0.0153036
                  0     102.629        5000   0.0325294   0.0149269
                  0     102.729        5000   0.0327474   0.0150519
                  0     102.829        5000   0.0355006   0.0163763
                  0     102.929        5000   0.0321192   0.0147528
                  0     103.029        5000   0.0359884   0.0166972
                  0     103.129        5000    0.030029   0.0137429
                  0     103.229        5000   0.0288377   0.0131869
                  0     103.329        5000    0.028578    0.013048
                  0     103.429        5000    0.033331   0.0151913
                  0     103.529        5000   0.0320796   0.0145876
                  0     103.629        5000    0.030581   0.0138563
                  0     103.729        5000   0.0305863   0.0138586
                  0     103.829        5000   0.0291119   0.0133321
                  0     103.929        5000   0.0300989   0.0137797
                  0     104.029        5000   0.0325379   0.0149632
                  0     104.129        5000   0.0356813   0.0165217
                  0     104.229        5000   0.0324566     0.01496
                  0     104.329        5000   0.0329782   0.0152775
                  0     104.429        5000   0.0331024   0.0153165
                  0     104.529        5000   0.0318046   0.0147411
                  0     104.629        5000    0.031119   0.0143979
                  0     104.729        5000   0.0305634   0.0141013
                  0     104.829        5000   0.0336009    0.015566
                  0     104.929        5000   0.0293007   0.0134275
                  0     105.029        5000   0.0293044   0.0134289
                  0     105.129        5000   0.0321065   0.0147765
                  0     105.229        5000   0.0311015   0.0141282
                  0     105.329        5000   0.0311063     0.01413
                  0     105.429        5000   0.0311611   0.0141585
                  0     105.529        5000   0.0324966   0.0147917
                  0     105.629        5000   0.0314355   0.0144081
                  0     105.729        5000   0.0312159   0.0142905
                  0     105.829        5000   0.0305167   0.0139857
                  0     105.929        5000   0.0329257   0.0151287
                  0     106.029        5000   0.0325694   0.0149588
                  0     106.129        5000   0.0342721   0.0158387
                  0      106.23        5000   0.0327884   0.0150586
                  0      106.33        5000   0.0312501   0.0143014
                  0      106.43        5000   0.0287351   0.0131219
                  0      106.53        5000   0.0287389   0.0131233
                  0      106.63        5000   0.0316842   0.0145391
                  0      106.73        5000   0.0287466   0.0131263
                  0      106.83        5000   0.0287505   0.0131277
                  0      106.93        5000   0.0287545   0.0131293
                  0      107.03        5000   0.0305483   0.0138272
                  0      107.13        5000   0.0342174   0.0155954
                  0      107.23        5000   0.0356446   0.0163097
                  0      107.33        5000   0.0357345   0.0162851
                  0      107.43        5000   0.0306541   0.0141668
                  0      107.53        5000   0.0283437   0.0131175
                  0      107.63        5000   0.0288641   0.0133837
                  0      107.73        5000    0.035202   0.0164448
                  0      107.83        5000   0.0315806   0.0147541
                  0      107.93        5000   0.0328956   0.0154262
                  0      108.03        5000   0.0307427   0.0142607
                  0      108.13        5000   0.0309525   0.0143604
                  0      108.23        5000     0.02988   0.0138611
                  0      108.33        5000   0.0322606   0.0150082
                  0      108.43        5000   0.0347985   0.0162309
                  0      108.53        5000   0.0298054    0.013825
                  0      108.63        5000   0.0296246   0.0137387
                  0      108.73        5000   0.0296039   0.0137435
                  0      108.83        5000   0.0319505   0.0146836
                  0      108.93        5000   0.0338755   0.0156199
                  0      109.03        5000   0.0352046   0.0162458
                  0      109.13        5000   0.0342897   0.0158206
                  0      109.23        5000   0.0299895   0.0139203
                  0      109.33        5000   0.0317904   0.0147917
                  0      109.43        5000   0.0294802   0.0137075
                  0      109.53        5000   0.0299455    0.013899
                  0      109.63        5000   0.0270078   0.0124826
                  0      109.73        5000   0.0282475   0.0131427
                  0     109.831        5000   0.0284016   0.0132245
                  0     109.931        5000    0.026885   0.0124161
                  0     110.031        5000   0.0304374   0.0141575
                  0     110.131        5000   0.0281214   0.0129968
                  0     110.231        5000   0.0310578   0.0144085
                  0     110.331        5000   0.0275363   0.0126843
                  0     110.431        5000   0.0287828   0.0132703
                  0     110.531        5000   0.0287871   0.0132721
                  0     110.631        5000   0.0305812   0.0139704
                  0     110.731        5000   0.0299916   0.0137341
                  0     110.831        5000   0.0298575   0.0137044
                  0     110.931        5000   0.0294015   0.0134976
                  0     111.031        5000   0.0330336   0.0154152
                  0     111.131        5000   0.0306688   0.0142755
                  0     111.231        5000   0.0324914   0.0152395
                  0     111.331        5000   0.0324044   0.0151265
                  0     111.431        5000   0.0293362   0.0134694
                  0     111.531        5000   0.0305812   0.0141323
                  0     111.631        5000   0.0343777   0.0158936
                  0     111.731        5000   0.0322391    0.014861
                  0     111.831        5000   0.0321374   0.0148123
                  0     111.931        5000   0.0309965   0.0142709
                  0     112.031        5000   0.0334651   0.0154368
                  0     112.131        5000   0.0305414   0.0140308
                  0     112.231        5000   0.0311888   0.0143753
                  0     112.331        5000   0.0318377   0.0147217
                  0     112.431        5000   0.0323217   0.0147219
                  0     112.531        5000   0.0323276   0.0147245
                  0     112.631        5000   0.0353046   0.0161554
                  0     112.731        5000   0.0325638   0.0148491
                  0     112.831        5000   0.0316166   0.0146035
                  0     112.931        5000   0.0305432   0.0140311
                  0     113.031        5000    0.031517   0.0145293
                  0     113.131        5000   0.0334164   0.0154124
                  0     113.231        5000   0.0313887   0.0144589
                  0     113.331        5000   0.0328923   0.0152446
                  0     113.432        5000   0.0319324   0.0147128
                  0     113.532        5000    0.032317   0.0148958
                  0     113.632        5000   0.0322305   0.0148727
                  0     113.732        5000   0.0318199   0.0146591
                  0     113.832        5000   0.0351481   0.0162518
                  0     113.932        5000   0.0325299   0.0149898
                  0     114.032        5000    0.033821   0.0156288
                  0     114.132        5000   0.0347198    0.016056
                  0     114.232        5000    0.037353   0.0173426
                  0     114.332        5000   0.0363337   0.0168502
                  0     114.432        5000   0.0321902   0.0148488
                  0     114.532        5000   0.0328558   0.0151983
                  0     114.632        5000   0.0317695    0.014798
                  0     114.732        5000   0.0318185   0.0148212
                  0     114.832        5000   0.0343548   0.0161488
                  0     114.932        5000   0.0376278   0.0176108
                  0     115.032        5000   0.0317924   0.0148048
                  0     115.132        5000    0.033019   0.0154594
                  0     115.232        5000    0.031664   0.0147396
                  0     115.332        5000   0.0321183   0.0149788
                  0     115.432        5000   0.0315748   0.0147009
                  0     115.532        5000   0.0314742   0.0146529
                  0     115.632        5000    0.033081   0.0154426
                  0     115.732        5000   0.0300078   0.0139656
                  0     115.832        5000   0.0298192    0.013876
                  0     115.932        5000   0.0327009   0.0152689
                  0     116.032        5000     0.03363   0.0155501
                  0     116.132        5000    0.037252   0.0173713
                  0     116.232        5000   0.0353148   0.0163533
                  0     116.332        5000   0.0338775   0.0156636
                  0     116.432        5000   0.0293077   0.0136348
                  0     116.532        5000   0.0304548   0.0141787
                  0     116.632        5000   0.0287605   0.0133972
                  0     116.732        5000   0.0304917    0.014196
                  0     116.832        5000   0.0300069   0.0140526
                  0     116.932        5000   0.0319403   0.0149466
                  0     117.033        5000   0.0310886   0.0144652
                  0     117.133        5000   0.0314008   0.0146135
                  0     117.233        5000   0.0310642   0.0145005
                  0     117.333        5000    0.031776   0.0147954
                  0     117.433        5000    0.034744   0.0162222
                  0     117.533        5000   0.0347148   0.0162081
                  0     117.633        5000   0.0317283   0.0147723
                  0     117.733        5000   0.0313837   0.0145977
                  0     117.833        5000   0.0330321   0.0152332
                  0     117.933        5000   0.0352879   0.0163213
                  0     118.033        5000   0.0350542   0.0162133
                  0     118.133        5000   0.0347225   0.0160538
                  0     118.233        5000   0.0301705   0.0140422
                  0     118.333        5000   0.0276513   0.0128289
                  0     118.433        5000   0.0287754   0.0133932
                  0     118.533        5000   0.0305041   0.0142007
                  0     118.633        5000   0.0289076   0.0134194
                  0     118.733        5000   0.0301672   0.0140901
                  0     118.833        5000   0.0293247   0.0136408
                  0     118.933        5000   0.0285766   0.0133201
                  0     119.033        5000    0.031754   0.0148854
                  0     119.133        5000   0.0331001   0.0154993
                  0     119.233        5000   0.0360139   0.0169013
                  0     119.333        5000   0.0324905   0.0152171
                  0     119.433        5000   0.0310369   0.0145517
                  0     119.533        5000   0.0309884   0.0145254
                  0     119.633        5000   0.0320114   0.0148129
                  0     119.733        5000   0.0315909   0.0145882
                  0     119.833        5000   0.0311732   0.0144378
                  0     119.933        5000   0.0293028   0.0134471
                  0     120.033        5000   0.0275658   0.0127809
                  0     120.133        5000   0.0275693   0.0127823
                  0     120.233        5000   0.0299688   0.0139433
                  0     120.333        5000   0.0316577    0.014735
                  0     120.433        5000   0.0288246   0.0133721
                  0     120.533        5000   0.0288982   0.0134892
                  0     120.634        5000   0.0297925   0.0138539
                  0     120.734        5000   0.0305466   0.0142125
                  0     120.834        5000   0.0334104   0.0155895
                  0     120.934        5000    0.029704   0.0138299
                  0     121.034        5000   0.0344601   0.0161683
                  0     121.134        5000   0.0305322    0.014201
                  0     121.234        5000   0.0303111   0.0140954
                  0     121.334        5000   0.0300345   0.0140146
                  0     121.434        5000   0.0313522   0.0143975
                  0     121.534        5000   0.0297876   0.0136694
                  0     121.634        5000   0.0286795   0.0131107
                  0     121.734        5000   0.0286833   0.0131121
                  0     121.834        5000   0.0274831   0.0127318
                  0     121.934        5000   0.0281929   0.0130318
                  0     122.034        5000   0.0293876   0.0136243
                  0     122.134        5000   0.0298446   0.0138425
                  0     122.234        5000   0.0276602   0.0128249
                  0     122.334        5000   0.0298551   0.0139095
                  0     122.434        5000   0.0338263   0.0157512
                  0     122.534        5000   0.0311998   0.0144756
                  0     122.634        5000   0.0307231   0.0142483
                  0     122.734        5000   0.0292419   0.0135577
                  0     122.834        5000   0.0329054    0.015298
                  0     122.934        5000   0.0304784   0.0141273
                  0     123.034        5000   0.0317522   0.0147678
                  0     123.134        5000   0.0337045   0.0156763
                  0     123.234        5000   0.0317128   0.0145697
                  0     123.334        5000   0.0317592   0.0145915
                  0     123.434        5000   0.0317335   0.0145789
                  0     123.534        5000   0.0337534   0.0155129
                  0     123.634        5000   0.0321847   0.0149393
                  0     123.734        5000   0.0319004   0.0148039
                  0     123.834        5000   0.0315115   0.0146528
                  0     123.934        5000   0.0323974   0.0150729
                  0     124.034        5000   0.0320818   0.0149184
                  0     124.134        5000   0.0351189   0.0164315
                  0     124.235        5000    0.031193   0.0144732
                  0     124.335        5000   0.0300388   0.0139745
                  0     124.435        5000   0.0276172   0.0127977
                  0     124.535        5000   0.0276212   0.0127993
                  0     124.635        5000   0.0305191   0.0141925
                  0     124.735        5000   0.0306002   0.0142291
                  0     124.835        5000   0.0290773   0.0135736
                  0     124.935        5000   0.0275712   0.0127707
                  0     125.035        5000   0.0293647   0.0134686
                  0     125.135        5000   0.0328432   0.0151312
                  0     125.235        5000   0.0335852    0.015484
                  0     125.335        5000   0.0340095    0.015677
                  0     125.435        5000   0.0309198   0.0144054
                  0     125.535        5000   0.0296303   0.0137731
                  0     125.635        5000   0.0311573   0.0145205
                  0     125.735        5000   0.0359248   0.0167961
                  0     125.835        5000   0.0315247   0.0147444
                  0     125.935        5000   0.0334448   0.0157462
                  0     126.035        5000    0.032895   0.0153276
                  0     126.135        5000   0.0334129   0.0155739
                  0     126.235        5000   0.0333128   0.0155297
                  0     126.335        5000   0.0351123   0.0164213
                  0     126.435        5000   0.0368401   0.0170671
                  0     126.535        5000   0.0322749   0.0148635
                  0     126.635        5000   0.0322631   0.0148576
                  0     126.735        5000   0.0324933   0.0149816
                  0     126.835        5000   0.0357624   0.0163796
                  0     126.935        5000   0.0378034    0.017345
                  0     127.035        5000   0.0370899   0.0169502
                  0     127.135        5000   0.0356022   0.0162701
                  0     127.235        5000   0.0320777   0.0147359
                  0     127.335        5000   0.0323057   0.0148435
                  0     127.435        5000    0.033382   0.0153764
                  0     127.535        5000   0.0345948   0.0159481
                  0     127.635        5000   0.0313287   0.0143795
                  0     127.735        5000   0.0319944   0.0147787
                  0     127.836        5000   0.0301811   0.0138225
                  0     127.936        5000   0.0299451   0.0136961
                  0     128.036        5000   0.0299499    0.013698
                  0     128.136        5000   0.0310413   0.0141912
                  0     128.236        5000   0.0328276   0.0150823
                  0     128.336        5000   0.0299498    0.013698
                  0     128.436        5000   0.0311978   0.0142846
                  0     128.536        5000   0.0312036    0.014287
                  0     128.636        5000   0.0329992   0.0149858
                  0     128.736        5000   0.0318187   0.0144344
                  0     128.836        5000   0.0308505   0.0139923
                  0     128.936        5000   0.0305216   0.0138209
                  0     129.036        5000   0.0289021    0.013217
                  0     129.136        5000   0.0289077   0.0132193
                  0     129.236        5000   0.0285737   0.0132495
                  0     129.336        5000   0.0298621   0.0138505
                  0     129.436        5000   0.0270641   0.0125044
                  0     129.536        5000   0.0283648   0.0131969
                  0     129.636        5000   0.0292535   0.0135566
                  0     129.736        5000   0.0299203   0.0138702
                  0     129.836        5000   0.0295734   0.0136932
                  0     129.936        5000   0.0289986   0.0134456
                  0     130.036        5000    0.030875   0.0143051
                  0     130.136        5000   0.0280023   0.0129234
                  0     130.236        5000   0.0280065   0.0129251
                  0     130.336        5000   0.0283448   0.0131831
                  0     130.436        5000    0.028422   0.0129666
                  0     130.536        5000   0.0284267   0.0129686
                  0     130.636        5000   0.0314287   0.0144114
                  0     130.736        5000   0.0282688   0.0128833
                  0     130.836        5000   0.0277185   0.0128491
                  0     130.936        5000   0.0266374   0.0122727
                  0     131.036        5000   0.0280193   0.0129494
                  0     131.136        5000   0.0294396     0.01362
                  0     131.236        5000   0.0288835   0.0133553
                  0     131.336        5000   0.0307737   0.0143564
                  0     131.437        5000   0.0292588   0.0135294
                  0     131.537        5000   0.0294013   0.0135858
                  0     131.637        5000   0.0291615   0.0134861
                  0     131.737        5000    0.028424   0.0131268
                  0     131.837        5000   0.0316642   0.0146817
                  0     131.937        5000   0.0295408   0.0136449
                  0     132.037        5000   0.0288116   0.0133074
                  0     132.137        5000   0.0291187   0.0134532
                  0     132.237        5000   0.0311131   0.0142468
                  0     132.337        5000   0.0318226   0.0145403
                  0     132.437        5000   0.0320477    0.014657
                  0     132.537        5000   0.0327778   0.0149743
                  0     132.637        5000   0.0326567   0.0149175
                  0     132.737        5000   0.0327312   0.0149663
                  0     132.837        5000   0.0338843   0.0155337
                  0     132.937        5000   0.0348684   0.0159978
                  0     133.037        5000   0.0314647    0.014367
                  0     133.137        5000   0.0314255   0.0144089
                  0     133.237        5000   0.0293677   0.0133912
                  0     133.337        5000    0.030191    0.013827
                  0     133.437        5000   0.0294278   0.0134235
                  0     133.537        5000    0.030317   0.0138784
                  0     133.637        5000   0.0317075   0.0145668
                  0     133.737        5000   0.0288473   0.0131911
                  0     133.837        5000    0.028852   0.0131931
                  0     133.937        5000   0.0317261    0.014575
                  0     134.037        5000   0.0329529   0.0150033
                  0     134.137        5000   0.0370993   0.0170604
                  0     134.237        5000   0.0364778   0.0166908
                  0     134.337        5000   0.0346471   0.0157684
                  0     134.437        5000   0.0308185   0.0141681
                  0     134.537        5000   0.0326242   0.0150512
                  0     134.637        5000   0.0313527   0.0144593
                  0     134.737        5000   0.0321496   0.0148036
                  0     134.837        5000   0.0312242   0.0144538
                  0     134.937        5000   0.0308626    0.014183
                  0     135.038        5000   0.0293575   0.0133805
                  0     135.138        5000   0.0293618   0.0133822
                  0     135.238        5000   0.0287712   0.0131453
                  0     135.338        5000   0.0297537   0.0136479
                  0     135.438        5000   0.0316953   0.0145539
                  0     135.538        5000   0.0324706   0.0149612
                  0     135.638        5000    0.029612   0.0135911
                  0     135.738        5000    0.029958   0.0137748
                  0     135.838        5000   0.0319222   0.0145467
                  0     135.938        5000   0.0346598   0.0158654
                  0     136.038        5000   0.0367219   0.0168296
                  0     136.138        5000   0.0381908   0.0175251
                  0     136.238        5000   0.0345179   0.0159405
                  0     136.338        5000   0.0309433   0.0142276
                  0     136.438        5000   0.0308799   0.0141977
                  0     136.538        5000   0.0320721   0.0147553
                  0     136.638        5000   0.0304538   0.0139582
                  0     136.738        5000   0.0319137   0.0147353
                  0     136.838        5000    0.030398   0.0139271
                  0     136.938        5000   0.0294128     0.01348
                  0     137.038        5000   0.0304758   0.0139721
                  0     137.138        5000   0.0317168    0.014607
                  0     137.238        5000   0.0344887   0.0158854
                  0     137.338        5000   0.0314365   0.0144012
                  0     137.438        5000     0.03054   0.0141394
                  0     137.538        5000   0.0300299   0.0139365
                  0     137.638        5000   0.0317298   0.0145866
                  0     137.738        5000   0.0328692   0.0151563
                  0     137.838        5000   0.0325709   0.0150176
                  0     137.938        5000   0.0325274   0.0149696
                  0     138.038        5000    0.031472    0.014649
                  0     138.138        5000   0.0316751   0.0147456
                  0     138.238        5000   0.0327003   0.0152181
                  0     138.338        5000   0.0339933   0.0158301
                  0     138.438        5000    0.030609   0.0141713
                  0     138.538        5000   0.0313625   0.0146568
                  0     138.639        5000   0.0296562   0.0137582
                  0     138.739        5000   0.0293649   0.0136194
                  0     138.839        5000   0.0321403   0.0149703
                  0     138.939        5000   0.0299658   0.0139878
                  0     139.039        5000   0.0317134   0.0148433
                  0     139.139        5000   0.0273894   0.0126867
                  0     139.239        5000   0.0273931   0.0126883
                  0     139.339        5000   0.0271325   0.0125491
                  0     139.439        5000   0.0319013   0.0146887
                  0     139.539        5000   0.0291285   0.0133545
                  0     139.639        5000   0.0291329   0.0133564
                  0     139.739        5000   0.0285361   0.0130684
                  0     139.839        5000   0.0284558   0.0131792
                  0     139.939        5000   0.0285816   0.0132433
                  0     140.039        5000   0.0301306   0.0139976
                  0     140.139        5000   0.0303549   0.0141232
                  0     140.239        5000   0.0276038   0.0127995
                  0     140.339        5000   0.0290568   0.0135733
                  0     140.439        5000   0.0275445   0.0127672
                  0     140.539        5000   0.0275478   0.0127685
                  0     140.639        5000   0.0275284   0.0127578
                  0     140.739        5000   0.0286109   0.0132993
                  0     140.839        5000   0.0303299   0.0141024
                  0     140.939        5000   0.0274935    0.012738
                  0     141.039        5000   0.0274964   0.0127392
                  0     141.139        5000   0.0274993   0.0127403
                  0     141.239        5000   0.0293878   0.0134889
                  0     141.339        5000   0.0295245   0.0135613
                  0     141.439        5000   0.0310211   0.0141071
                  0     141.539        5000   0.0327538   0.0149554
                  0     141.639        5000   0.0311709   0.0142906
                  0     141.739        5000   0.0311764    0.014293
                  0     141.839        5000   0.0315702    0.014508
                  0     141.939        5000   0.0327461   0.0150647
                  0     142.039        5000   0.0318028    0.014617
                  0     142.139        5000   0.0338958   0.0156938
                  0      142.24        5000   0.0309876   0.0141951
                  0      142.34        5000   0.0306038   0.0140634
                  0      142.44        5000   0.0305202   0.0140202
                  0      142.54        5000   0.0316823    0.014599
                  0      142.64        5000   0.0333623   0.0153867
                  0      142.74        5000   0.0337691    0.015593
                  0      142.84        5000   0.0307882    0.014161
                  0      142.94        5000   0.0305444   0.0140307
                  0      143.04        5000   0.0323393   0.0147293
                  0      143.14        5000   0.0358857   0.0164242
                  0      143.24        5000   0.0353781   0.0161936
                  0      143.34        5000   0.0344288   0.0158232
                  0      143.44        5000   0.0309821   0.0142758
                  0      143.54        5000   0.0294893   0.0135474
                  0      143.64        5000   0.0315402    0.014556
                  0      143.74        5000   0.0365342   0.0169494
                  0      143.84        5000   0.0324543    0.015046
                  0      143.94        5000   0.0341278   0.0159191
                  0      144.04        5000   0.0315322    0.014522
                  0      144.14        5000    0.031528   0.0145083
                  0      144.24        5000    0.030036   0.0139699
                  0      144.34        5000   0.0338421   0.0158143
                  0      144.44        5000   0.0342914   0.0160243
                  0      144.54        5000   0.0302196    0.014052
                  0      144.64        5000   0.0302846   0.0140828
                  0      144.74        5000   0.0304522   0.0141693
                  0      144.84        5000   0.0341331    0.015773
                  0      144.94        5000   0.0358391   0.0165628
                  0      145.04        5000   0.0352851   0.0163267
                  0      145.14        5000   0.0336594   0.0156684
                  0      145.24        5000   0.0305392   0.0142195
                  0      145.34        5000   0.0332216   0.0155103
                  0      145.44        5000   0.0325872   0.0152305
                  0      145.54        5000   0.0330244   0.0154162
                  0      145.64        5000    0.030101   0.0140067
                  0      145.74        5000   0.0313819    0.014698
                  0     145.841        5000   0.0296849   0.0138049
                  0     145.941        5000   0.0294465   0.0136918
                  0     146.041        5000   0.0330819   0.0154285
                  0     146.141        5000   0.0312047   0.0145511
                  0     146.241        5000   0.0315655   0.0146917
                  0     146.341        5000   0.0287508   0.0133377
                  0     146.441        5000   0.0293448   0.0135761
                  0     146.541        5000   0.0300029   0.0139263
                  0     146.641        5000   0.0316017   0.0145205
                  0     146.741        5000   0.0304203   0.0139689
                  0     146.841        5000    0.030652   0.0141275
                  0     146.941        5000   0.0302638    0.014091
                  0     147.041        5000   0.0300523   0.0139905
                  0     147.141        5000   0.0303552   0.0141345
                  0     147.241        5000   0.0332544   0.0155149
                  0     147.341        5000   0.0345587   0.0161381
                  0     147.441        5000   0.0318867   0.0148521
                  0     147.541        5000   0.0332991   0.0156057
                  0     147.641        5000   0.0340208   0.0158781
                  0     147.741        5000   0.0345192   0.0161151
                  0     147.841        5000    0.034068   0.0159001
                  0     147.941        5000   0.0336133   0.0157094
                  0     148.041        5000   0.0342984   0.0160071
                  0     148.141        5000   0.0300879   0.0139699
                  0     148.241        5000   0.0288971   0.0134142
                  0     148.341        5000   0.0289762   0.0135343
                  0     148.441        5000   0.0294433   0.0135256
                  0     148.541        5000   0.0294487    0.013528
                  0     148.641        5000   0.0294541   0.0135304
                  0     148.741        5000   0.0282627   0.0131475
                  0     148.841        5000   0.0275671   0.0127837
                  0     148.941        5000   0.0280038    0.013016
                  0     149.041        5000   0.0322672   0.0150879
                  0     149.141        5000   0.0340089   0.0159206
                  0     149.241        5000   0.0312413   0.0145896
                  0     149.341        5000    0.032994   0.0155478
                  0     149.442        5000   0.0319321   0.0149673
                  0     149.542        5000   0.0321229    0.015052
                  0     149.642        5000   0.0310789   0.0145266
                  0     149.742        5000   0.0302931   0.0141009
                  0     149.842        5000   0.0323971   0.0151302
                  0     149.942        5000   0.0281124   0.0129921
                  0     150.042        5000   0.0275207   0.0127548
                  0     150.142        5000   0.0275238    0.012756
                  0     150.242        5000   0.0318899   0.0146926
                  0     150.342        5000   0.0308154   0.0141844
                  0     150.442        5000   0.0293253   0.0134572
                  0     150.542        5000   0.0292487    0.013592
                  0     150.642        5000   0.0287568   0.0133356
                  0     150.742        5000   0.0287607   0.0133373
                  0     150.842        5000   0.0304838   0.0141732
                  0     150.942        5000   0.0354752   0.0166016
                  0     151.042        5000   0.0314009   0.0146074
                  0     151.142        5000   0.0332068   0.0155476
                  0     151.242        5000   0.0314412   0.0146223
                  0     151.342        5000   0.0295652   0.0137002
