[0mroot [8] g4->ApplyCommand("/control/execute materialScan.mac"[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[D[0m[38;5;83m[1m([0m"/control/execute materialScan.mac"[0m[38;5;83m[1m)
[0m/control/execute materialScan.mac
# Include default setup
#/control/execute jleic.mac
#Theta range: bins, start, span
/control/matScan/theta 1 0 0
#Phi range: bins, start, span
#/control/matScan/phi 1000 163 34
/control/matScan/phi 3600 0 360
#Start scan
/control/matScan/scan

         Theta(deg)    Phi(deg)  Length(mm)          x0     lambda0

                  0     285.879        5000    0.032202   0.0147472
                  0     285.979        5000   0.0325476   0.0149343
                  0     286.079        5000   0.0351607   0.0161689
                  0     286.179        5000   0.0323086   0.0147932
                  0      286.28        5000   0.0321056    0.014716
                  0      286.38        5000   0.0287332   0.0131212
                  0      286.48        5000    0.028737   0.0131226
                  0      286.58        5000   0.0314694   0.0144369
                  0      286.68        5000   0.0320541   0.0147334
                  0      286.78        5000   0.0312341   0.0143242
                  0      286.88        5000   0.0287525   0.0131285
                  0      286.98        5000   0.0287565     0.01313
                  0      287.08        5000   0.0315884   0.0143594
                  0      287.18        5000   0.0338422   0.0153643
                  0      287.28        5000   0.0345617   0.0156524
                  0      287.38        5000   0.0318568   0.0144996
                  0      287.48        5000   0.0272285   0.0125197
                  0      287.58        5000   0.0269208   0.0123618
                  0      287.68        5000   0.0317579   0.0146929
                  0      287.78        5000   0.0326993   0.0152101
                  0      287.88        5000   0.0309149   0.0143834
                  0      287.98        5000   0.0305444   0.0141633
                  0      288.08        5000   0.0308039   0.0142866
                  0      288.18        5000   0.0297722   0.0138066
                  0      288.28        5000   0.0298567   0.0138467
                  0      288.38        5000   0.0356086   0.0166126
                  0      288.48        5000   0.0313957   0.0145956
                  0      288.58        5000   0.0296683   0.0137563
                  0      288.68        5000   0.0294398   0.0136473
                  0      288.78        5000   0.0296835   0.0137192
                  0      288.88        5000   0.0329394   0.0151298
                  0      288.98        5000   0.0338184   0.0155628
                  0      289.08        5000   0.0336617   0.0154812
                  0      289.18        5000   0.0312397     0.01449
                  0      289.28        5000   0.0290278   0.0134217
                  0      289.38        5000    0.030635    0.014207
                  0      289.48        5000   0.0291834   0.0134954
                  0      289.58        5000   0.0292368   0.0136292
                  0      289.68        5000   0.0269463   0.0124497
                  0      289.78        5000   0.0281682   0.0131003
                  0     289.881        5000   0.0281384    0.013084
                  0     289.981        5000   0.0298513   0.0138565
                  0     290.081        5000   0.0296519    0.013793
                  0     290.181        5000   0.0314627   0.0146349
                  0     290.281        5000   0.0302785    0.014074
                  0     290.381        5000   0.0293767   0.0136646
                  0     290.481        5000    0.029971   0.0139031
                  0     290.581        5000   0.0299755   0.0139051
                  0     290.681        5000   0.0305832   0.0140495
                  0     290.781        5000   0.0305885   0.0140518
                  0     290.881        5000   0.0293991   0.0134966
                  0     290.981        5000   0.0324164   0.0151224
                  0     291.081        5000   0.0305285   0.0142087
                  0     291.181        5000    0.029992   0.0139159
                  0     291.281        5000   0.0324963   0.0151347
                  0     291.381        5000    0.028383   0.0131763
                  0     291.481        5000   0.0287467   0.0131552
                  0     291.581        5000   0.0309195   0.0142555
                  0     291.681        5000   0.0340716   0.0157137
                  0     291.781        5000   0.0316945   0.0145681
                  0     291.881        5000   0.0311644   0.0143155
                  0     291.981        5000   0.0314542   0.0144531
                  0     292.081        5000   0.0314737   0.0144584
                  0     292.181        5000   0.0299516   0.0137164
                  0     292.281        5000   0.0310799   0.0142399
                  0     292.381        5000   0.0311529   0.0143566
                  0     292.481        5000   0.0316809   0.0143802
                  0     292.581        5000   0.0332623   0.0151496
                  0     292.681        5000   0.0342963   0.0156421
                  0     292.781        5000   0.0301867   0.0138419
                  0     292.881        5000   0.0298948   0.0136859
                  0     292.981        5000   0.0298992   0.0136878
                  0     293.081        5000   0.0327516   0.0150593
                  0     293.181        5000   0.0298199   0.0136935
                  0     293.281        5000   0.0317225   0.0145803
                  0     293.381        5000   0.0306736   0.0140776
                  0     293.482        5000   0.0315837   0.0145099
                  0     293.582        5000    0.031553    0.014495
                  0     293.682        5000   0.0319602   0.0146716
                  0     293.782        5000   0.0332979   0.0152875
                  0     293.882        5000    0.032378   0.0148504
                  0     293.982        5000   0.0315183   0.0144641
                  0     294.082        5000   0.0330774   0.0152001
                  0     294.182        5000   0.0330863   0.0151766
                  0     294.282        5000   0.0373061   0.0172901
                  0     294.382        5000   0.0334119   0.0154516
                  0     294.482        5000   0.0334686   0.0155272
                  0     294.582        5000   0.0310938   0.0144397
                  0     294.682        5000   0.0311514   0.0144671
                  0     294.782        5000   0.0322287   0.0150388
                  0     294.882        5000   0.0375529   0.0175966
                  0     294.982        5000   0.0338361   0.0157968
                  0     295.082        5000   0.0311367   0.0144558
                  0     295.182        5000   0.0310388   0.0144053
                  0     295.282        5000   0.0312499   0.0145204
                  0     295.382        5000    0.030968   0.0143753
                  0     295.482        5000   0.0308781   0.0143323
                  0     295.582        5000   0.0331411    0.015401
                  0     295.682        5000   0.0302447   0.0140223
                  0     295.782        5000   0.0286116   0.0132269
                  0     295.882        5000   0.0284012   0.0131269
                  0     295.982        5000   0.0301004   0.0139512
                  0     296.082        5000   0.0335708   0.0154794
                  0     296.182        5000   0.0354451   0.0164087
                  0     296.282        5000   0.0341043   0.0157325
                  0     296.382        5000   0.0294274   0.0136526
                  0     296.482        5000   0.0269756   0.0124713
                  0     296.582        5000   0.0269792   0.0124729
                  0     296.682        5000   0.0304996   0.0141998
                  0     296.782        5000   0.0292286   0.0136498
                  0     296.882        5000   0.0303647   0.0142057
                  0     296.982        5000   0.0302269   0.0140183
                  0     297.083        5000    0.030606   0.0141981
                  0     297.183        5000   0.0311152   0.0144547
                  0     297.283        5000   0.0310675    0.014421
                  0     297.383        5000   0.0339349   0.0157998
                  0     297.483        5000   0.0334772   0.0156177
                  0     297.583        5000   0.0341078   0.0158967
                  0     297.683        5000   0.0316571   0.0147383
                  0     297.783        5000   0.0321112   0.0149918
                  0     297.883        5000    0.034901   0.0161375
                  0     297.983        5000   0.0353176   0.0163362
                  0     298.083        5000   0.0345003   0.0159689
                  0     298.183        5000   0.0324621   0.0151485
                  0     298.283        5000   0.0276492   0.0128279
                  0     298.383        5000   0.0276535   0.0128299
                  0     298.483        5000   0.0305245   0.0142105
                  0     298.583        5000   0.0298202   0.0138869
                  0     298.683        5000   0.0289103   0.0134206
                  0     298.783        5000   0.0288142    0.013369
                  0     298.883        5000   0.0283885   0.0132201
                  0     298.983        5000   0.0301032   0.0140733
                  0     299.083        5000   0.0321751     0.01502
                  0     299.183        5000   0.0383346   0.0179837
                  0     299.283        5000   0.0337744   0.0158133
                  0     299.383        5000   0.0325044    0.015286
                  0     299.483        5000   0.0304436   0.0142354
                  0     299.583        5000   0.0300507   0.0140256
                  0     299.683        5000   0.0312185   0.0143901
                  0     299.783        5000   0.0335138    0.015497
                  0     299.883        5000   0.0314715   0.0145027
                  0     299.983        5000    0.026717   0.0123288
                  0     300.083        5000     0.02672     0.01233
                  0     300.183        5000   0.0265898   0.0122602
                  0     300.283        5000   0.0304476   0.0140885
                  0     300.383        5000   0.0283924   0.0131252
                  0     300.483        5000   0.0275823   0.0127101
                  0     300.583        5000     0.02807   0.0130094
                  0     300.684        5000   0.0296512   0.0137492
                  0     300.784        5000   0.0324048   0.0150739
                  0     300.884        5000   0.0311055   0.0144568
                  0     300.984        5000   0.0317144   0.0147454
                  0     301.084        5000    0.031103   0.0144551
                  0     301.184        5000   0.0296491    0.013732
                  0     301.284        5000   0.0299426   0.0139215
                  0     301.384        5000   0.0277165   0.0128561
                  0     301.484        5000   0.0315941   0.0145126
                  0     301.584        5000   0.0286773   0.0131098
                  0     301.684        5000   0.0286811   0.0131112
                  0     301.784        5000   0.0269442   0.0124449
                  0     301.884        5000   0.0281905   0.0130308
                  0     301.984        5000   0.0281946   0.0130325
                  0     302.084        5000   0.0310773   0.0144185
                  0     302.184        5000   0.0283048   0.0131541
                  0     302.284        5000   0.0281975   0.0130338
                  0     302.384        5000   0.0301965   0.0139959
                  0     302.484        5000   0.0339248   0.0157839
                  0     302.584        5000   0.0303661   0.0140383
                  0     302.684        5000   0.0305435    0.014194
                  0     302.784        5000   0.0318277   0.0147506
                  0     302.884        5000   0.0309433   0.0143326
                  0     302.984        5000   0.0298095   0.0137609
                  0     303.084        5000    0.032972     0.01528
                  0     303.184        5000    0.029226   0.0135049
                  0     303.284        5000   0.0310981   0.0142402
                  0     303.384        5000   0.0311079   0.0142445
                  0     303.484        5000   0.0325425   0.0149344
                  0     303.584        5000   0.0316384   0.0146426
                  0     303.684        5000   0.0314081   0.0145327
                  0     303.784        5000   0.0311145   0.0144745
                  0     303.884        5000   0.0334572   0.0156055
                  0     303.984        5000   0.0309028   0.0143975
                  0     304.084        5000   0.0346043   0.0161489
                  0     304.184        5000   0.0312187    0.014482
                  0     304.285        5000   0.0318182   0.0148208
                  0     304.385        5000   0.0282213   0.0130755
                  0     304.485        5000   0.0270277   0.0124833
                  0     304.585        5000    0.029841   0.0138363
                  0     304.685        5000    0.030281   0.0140673
                  0     304.785        5000   0.0304376   0.0141806
                  0     304.885        5000    0.027941    0.012968
                  0     304.985        5000    0.026981    0.012456
                  0     305.085        5000   0.0301312   0.0138339
                  0     305.185        5000   0.0327556   0.0150555
                  0     305.285        5000   0.0337736   0.0155667
                  0     305.385        5000   0.0321142   0.0149293
                  0     305.485        5000   0.0294754   0.0137001
                  0     305.585        5000   0.0297674   0.0138378
                  0     305.685        5000   0.0351069   0.0164072
                  0     305.785        5000   0.0333189    0.015592
                  0     305.885        5000   0.0314862   0.0147196
                  0     305.985        5000   0.0322744    0.015033
                  0     306.085        5000   0.0330493   0.0153897
                  0     306.185        5000   0.0332157   0.0154687
                  0     306.285        5000   0.0328956   0.0153289
                  0     306.385        5000   0.0359718   0.0167846
                  0     306.485        5000   0.0329263   0.0151623
                  0     306.585        5000   0.0316794   0.0145463
                  0     306.685        5000    0.031066   0.0142203
                  0     306.785        5000   0.0322679    0.014785
                  0     306.885        5000   0.0360791   0.0164577
                  0     306.985        5000   0.0368557   0.0168265
                  0     307.085        5000   0.0360904   0.0165063
                  0     307.185        5000   0.0331333   0.0152606
                  0     307.285        5000   0.0317609   0.0145477
                  0     307.385        5000   0.0315555   0.0144499
                  0     307.485        5000   0.0341931   0.0157199
                  0     307.585        5000   0.0308963   0.0141345
                  0     307.685        5000   0.0305613   0.0139957
                  0     307.785        5000   0.0295245   0.0134729
                  0     307.886        5000    0.029298   0.0133516
                  0     307.986        5000   0.0293023   0.0133533
                  0     308.086        5000    0.029893   0.0135902
                  0     308.186        5000   0.0315251   0.0143919
                  0     308.286        5000   0.0299115   0.0136328
                  0     308.386        5000   0.0299525   0.0136214
                  0     308.486        5000   0.0299575   0.0136234
                  0     308.586        5000   0.0299626   0.0136255
                  0     308.686        5000   0.0305709     0.01377
                  0     308.786        5000   0.0305767   0.0137723
                  0     308.886        5000   0.0299823   0.0135339
                  0     308.986        5000     0.03259   0.0149677
                  0     309.086        5000   0.0309758   0.0141809
                  0     309.186        5000   0.0305135   0.0139366
                  0     309.286        5000   0.0319502   0.0148215
                  0     309.386        5000   0.0275674   0.0127326
                  0     309.486        5000   0.0264111   0.0121562
                  0     309.586        5000   0.0293419   0.0136024
                  0     309.686        5000   0.0319137   0.0148141
                  0     309.786        5000   0.0309605   0.0144227
                  0     309.886        5000   0.0299634   0.0139241
                  0     309.986        5000   0.0298462   0.0138375
                  0     310.086        5000   0.0294303   0.0136433
                  0     310.186        5000   0.0282673   0.0130643
                  0     310.286        5000   0.0289619   0.0134338
                  0     310.386        5000   0.0288025   0.0134267
                  0     310.486        5000   0.0294093   0.0134924
                  0     310.586        5000   0.0312858   0.0144005
                  0     310.686        5000    0.031817    0.014652
                  0     310.786        5000   0.0276837   0.0128308
                  0     310.886        5000   0.0276216   0.0127973
                  0     310.986        5000   0.0296514   0.0137779
                  0     311.086        5000     0.03342    0.015585
                  0     311.186        5000    0.030401   0.0141224
                  0     311.286        5000   0.0327978   0.0152772
                  0     311.386        5000   0.0294785   0.0136794
                  0     311.487        5000   0.0303248   0.0140816
                  0     311.587        5000   0.0302539   0.0140475
                  0     311.687        5000   0.0293501    0.013552
                  0     311.787        5000   0.0304251   0.0140618
                  0     311.887        5000   0.0302894   0.0140276
                  0     311.987        5000   0.0297927   0.0138422
                  0     312.087        5000   0.0301663   0.0140194
                  0     312.187        5000   0.0304187   0.0141393
                  0     312.287        5000   0.0359493   0.0165864
                  0     312.387        5000   0.0330441    0.015189
                  0     312.487        5000   0.0345316   0.0159803
                  0     312.587        5000   0.0317994   0.0147095
                  0     312.687        5000   0.0331694   0.0151946
                  0     312.787        5000   0.0329588   0.0150941
                  0     312.887        5000   0.0382013   0.0176176
                  0     312.987        5000   0.0333744   0.0153158
                  0     313.087        5000   0.0313221   0.0143344
                  0     313.187        5000   0.0291144   0.0132565
                  0     313.287        5000   0.0294783   0.0134499
                  0     313.387        5000   0.0291712   0.0132871
                  0     313.487        5000   0.0291757    0.013289
                  0     313.587        5000   0.0310345   0.0142097
                  0     313.687        5000   0.0293023   0.0134038
                  0     313.787        5000   0.0281987   0.0128452
                  0     313.887        5000   0.0309708   0.0141785
                  0     313.987        5000   0.0296983   0.0135762
                  0     314.087        5000    0.034255   0.0156222
                  0     314.187        5000   0.0359595    0.016422
                  0     314.287        5000   0.0358371   0.0163634
                  0     314.387        5000   0.0326415   0.0150538
                  0     314.487        5000   0.0300075   0.0137944
                  0     314.587        5000   0.0323048   0.0148897
                  0     314.687        5000    0.032554   0.0150117
                  0     314.787        5000   0.0309604   0.0143135
                  0     314.887        5000   0.0304341   0.0140326
                  0     314.987        5000   0.0291585   0.0132747
                  0     315.088        5000   0.0297544   0.0135917
                  0     315.188        5000   0.0297589   0.0135935
                  0     315.288        5000   0.0287733   0.0131461
                  0     315.388        5000   0.0316414   0.0145259
                  0     315.488        5000   0.0313467   0.0144345
                  0     315.588        5000   0.0315852   0.0145084
                  0     315.688        5000   0.0287898   0.0131527
                  0     315.788        5000   0.0287275    0.013119
                  0     315.888        5000   0.0328399   0.0149463
                  0     315.988        5000   0.0357183   0.0163303
                  0     316.088        5000   0.0368771   0.0169032
                  0     316.188        5000   0.0370893   0.0171805
                  0     316.288        5000    0.031529   0.0144923
                  0     316.388        5000    0.029199   0.0133688
                  0     316.488        5000   0.0321241   0.0147749
                  0     316.588        5000   0.0304511    0.013957
                  0     316.688        5000   0.0304566   0.0139593
                  0     316.788        5000   0.0303954   0.0139261
                  0     316.888        5000   0.0294105   0.0134791
                  0     316.988        5000   0.0296697   0.0136165
                  0     317.088        5000   0.0306506   0.0140613
                  0     317.188        5000   0.0365223   0.0168842
                  0     317.288        5000   0.0319981     0.01468
                  0     317.388        5000   0.0317245   0.0145843
                  0     317.488        5000   0.0293713    0.013582
                  0     317.588        5000   0.0287019   0.0132307
                  0     317.688        5000   0.0304959   0.0139289
                  0     317.788        5000   0.0345156   0.0158731
                  0     317.888        5000   0.0332233   0.0152679
                  0     317.988        5000   0.0300945   0.0139231
                  0     318.088        5000    0.030346   0.0140427
                  0     318.188        5000   0.0293082   0.0135598
                  0     318.288        5000   0.0329026   0.0152406
                  0     318.388        5000   0.0299838   0.0138369
                  0     318.488        5000   0.0299176   0.0138052
                  0     318.588        5000   0.0304092   0.0141005
                  0     318.689        5000   0.0316332   0.0146762
                  0     318.789        5000   0.0321663   0.0149675
                  0     318.889        5000    0.031004   0.0144162
                  0     318.989        5000   0.0313828   0.0145972
                  0     319.089        5000   0.0305856   0.0142292
                  0     319.189        5000   0.0299434   0.0138906
                  0     319.289        5000   0.0303174   0.0141111
                  0     319.389        5000   0.0291269   0.0135834
                  0     319.489        5000   0.0286692   0.0131101
                  0     319.589        5000   0.0286729   0.0131115
                  0     319.689        5000   0.0286765    0.013113
                  0     319.789        5000   0.0283143   0.0131791
                  0     319.889        5000   0.0292399   0.0135942
                  0     319.989        5000   0.0283881     0.01314
                  0     320.089        5000   0.0313218   0.0145504
                  0     320.189        5000   0.0272085   0.0125891
                  0     320.289        5000   0.0272121   0.0125906
                  0     320.389        5000   0.0288942   0.0133794
                  0     320.489        5000   0.0295117   0.0136616
                  0     320.589        5000   0.0294198   0.0136176
                  0     320.689        5000   0.0282122   0.0130406
                  0     320.789        5000   0.0293714   0.0135903
                  0     320.889        5000   0.0273138   0.0126257
                  0     320.989        5000    0.028574   0.0132107
                  0     321.089        5000   0.0321632   0.0149214
                  0     321.189        5000    0.029274   0.0135318
                  0     321.289        5000   0.0306556   0.0140466
                  0     321.389        5000   0.0283408   0.0129303
                  0     321.489        5000   0.0313347   0.0141962
                  0     321.589        5000   0.0305753   0.0139735
                  0     321.689        5000   0.0305807   0.0139758
                  0     321.789        5000   0.0293988    0.013424
                  0     321.889        5000    0.032338   0.0148369
                  0     321.989        5000   0.0294089   0.0134284
                  0     322.089        5000   0.0324056   0.0148688
                  0     322.189        5000    0.029606   0.0135325
                  0      322.29        5000   0.0315496   0.0144904
                  0      322.39        5000    0.029924   0.0137028
                  0      322.49        5000   0.0297304   0.0135992
                  0      322.59        5000   0.0326104   0.0149839
                  0      322.69        5000   0.0327462   0.0150811
                  0      322.79        5000   0.0321169   0.0147621
                  0      322.89        5000   0.0293556   0.0133976
                  0      322.99        5000   0.0293681   0.0134037
                  0      323.09        5000   0.0327514   0.0148927
                  0      323.19        5000   0.0311502   0.0140963
                  0      323.29        5000    0.031156   0.0140988
                  0      323.39        5000   0.0294211   0.0134335
                  0      323.49        5000   0.0288313   0.0131971
                  0      323.59        5000   0.0294921   0.0135487
                  0      323.69        5000   0.0335535   0.0155361
                  0      323.79        5000   0.0307467   0.0141481
                  0      323.89        5000   0.0312866    0.014414
                  0      323.99        5000   0.0329739   0.0152257
                  0      324.09        5000   0.0343835    0.015893
                  0      324.19        5000   0.0340444   0.0157432
                  0      324.29        5000   0.0327781   0.0152953
                  0      324.39        5000   0.0342351   0.0160274
                  0      324.49        5000   0.0309248   0.0144186
                  0      324.59        5000   0.0304523   0.0141739
                  0      324.69        5000   0.0305078   0.0142002
                  0      324.79        5000   0.0329451   0.0154189
                  0      324.89        5000   0.0336937   0.0155593
                  0      324.99        5000   0.0328819   0.0151263
                  0      325.09        5000     0.03168   0.0145649
                  0      325.19        5000   0.0299068   0.0138814
                  0      325.29        5000   0.0298552   0.0138567
                  0      325.39        5000   0.0329349   0.0153515
                  0      325.49        5000   0.0326348   0.0151935
                  0      325.59        5000   0.0309148   0.0144365
                  0      325.69        5000   0.0294349    0.013656
                  0      325.79        5000   0.0291946   0.0135378
                  0     325.891        5000   0.0289806   0.0134362
                  0     325.991        5000   0.0339282   0.0158351
                  0     326.091        5000   0.0324968     0.01512
                  0     326.191        5000   0.0349595   0.0163226
                  0     326.291        5000   0.0308063   0.0143093
                  0     326.391        5000   0.0287506   0.0132598
                  0     326.491        5000   0.0287548   0.0132615
                  0     326.591        5000    0.028819   0.0132953
                  0     326.691        5000   0.0299587   0.0137233
                  0     326.791        5000   0.0299638   0.0137254
                  0     326.891        5000   0.0303703   0.0139467
                  0     326.991        5000   0.0321324   0.0149578
                  0     327.091        5000   0.0295613   0.0137193
                  0     327.191        5000     0.03057   0.0142426
                  0     327.291        5000   0.0341449   0.0159078
                  0     327.391        5000   0.0310834   0.0144251
                  0     327.491        5000   0.0310971   0.0144315
                  0     327.591        5000    0.034168    0.015924
                  0     327.691        5000   0.0356393    0.016595
                  0     327.791        5000   0.0332205   0.0154295
                  0     327.891        5000   0.0322632   0.0149738
                  0     327.991        5000   0.0323239   0.0150049
                  0     328.091        5000   0.0297516   0.0137733
                  0     328.191        5000   0.0283023   0.0130975
                  0     328.291        5000   0.0287249   0.0133223
                  0     328.391        5000   0.0284367   0.0132467
                  0     328.491        5000   0.0288545   0.0132117
                  0     328.591        5000   0.0309671   0.0142316
                  0     328.691        5000   0.0310894   0.0142894
                  0     328.791        5000   0.0272791   0.0126305
                  0     328.891        5000   0.0278258   0.0129213
                  0     328.991        5000   0.0297177   0.0138557
                  0     329.091        5000   0.0340015   0.0159149
                  0     329.191        5000   0.0313581   0.0146456
                  0     329.291        5000   0.0341225   0.0159849
                  0     329.391        5000   0.0321773   0.0151081
                  0     329.492        5000   0.0322092   0.0151005
                  0     329.592        5000   0.0316697   0.0148192
                  0     329.692        5000   0.0304518   0.0141618
                  0     329.792        5000   0.0317716   0.0147919
                  0     329.892        5000    0.028227   0.0130534
                  0     329.992        5000   0.0262715   0.0120894
                  0     330.092        5000   0.0262739   0.0120903
                  0     330.192        5000   0.0263886    0.012151
                  0     330.292        5000   0.0310319   0.0142131
                  0     330.392        5000   0.0280727   0.0127901
                  0     330.492        5000   0.0297737   0.0136958
                  0     330.592        5000    0.027517   0.0126753
                  0     330.692        5000   0.0275203   0.0126766
                  0     330.792        5000   0.0275236   0.0126779
                  0     330.892        5000   0.0332336   0.0154238
                  0     330.992        5000   0.0296364   0.0136976
                  0     331.092        5000   0.0304397   0.0140793
                  0     331.192        5000   0.0310694   0.0144118
                  0     331.292        5000   0.0313673   0.0145361
                  0     331.392        5000   0.0287681   0.0133396
                  0     331.492        5000   0.0287721   0.0133412
                  0     331.592        5000    0.030295   0.0140797
                  0     331.692        5000   0.0269997   0.0124743
                  0     331.792        5000   0.0270033   0.0124759
                  0     331.892        5000    0.029855   0.0138471
                  0     331.992        5000   0.0271492   0.0125527
                  0     332.092        5000   0.0302112   0.0138653
                  0     332.192        5000   0.0315254   0.0144821
                  0     332.292        5000   0.0323193   0.0148159
                  0     332.392        5000   0.0299373   0.0138425
                  0     332.492        5000   0.0289035   0.0133566
                  0     332.592        5000   0.0300338   0.0138766
                  0     332.692        5000   0.0303688   0.0140359
                  0     332.792        5000    0.029849   0.0138383
                  0     332.892        5000   0.0305851   0.0141953
                  0     332.992        5000   0.0310665   0.0143525
                  0     333.093        5000    0.031314     0.01447
                  0     333.193        5000    0.030473    0.014092
                  0     333.293        5000   0.0299542   0.0138894
                  0     333.393        5000   0.0328655    0.015289
                  0     333.493        5000   0.0298879   0.0138573
                  0     333.593        5000     0.02974   0.0137865
                  0     333.693        5000   0.0294997   0.0136718
                  0     333.793        5000   0.0290359   0.0134454
                  0     333.893        5000   0.0324881   0.0149514
                  0     333.993        5000   0.0332784   0.0153269
                  0     334.093        5000   0.0343086   0.0158143
                  0     334.193        5000   0.0316006   0.0146882
                  0     334.293        5000   0.0295645   0.0137021
                  0     334.393        5000    0.027872   0.0129145
                  0     334.493        5000   0.0299405   0.0138806
                  0     334.593        5000   0.0282257   0.0130429
                  0     334.693        5000   0.0282301   0.0130447
                  0     334.793        5000   0.0295784   0.0137625
                  0     334.893        5000   0.0279062   0.0129494
                  0     334.993        5000   0.0271864   0.0125654
                  0     335.093        5000   0.0277764    0.012802
                  0     335.193        5000   0.0336956   0.0156475
                  0     335.293        5000   0.0286457   0.0132462
                  0     335.393        5000   0.0302728   0.0140677
                  0     335.493        5000   0.0293276   0.0135397
                  0     335.593        5000   0.0298032   0.0137756
                  0     335.693        5000   0.0316301   0.0144781
                  0     335.793        5000   0.0344013   0.0158107
                  0     335.893        5000    0.032406   0.0148871
                  0     335.993        5000    0.031476    0.014601
                  0     336.093        5000   0.0321619   0.0149156
                  0     336.193        5000   0.0322734   0.0149684
                  0     336.293        5000   0.0354334   0.0164553
                  0     336.393        5000   0.0300355    0.013846
                  0     336.493        5000   0.0309926   0.0141769
                  0     336.593        5000    0.031924   0.0146147
                  0     336.694        5000   0.0332502   0.0152413
                  0     336.794        5000   0.0363812   0.0167604
                  0     336.894        5000   0.0338555   0.0155766
                  0     336.994        5000    0.033841   0.0155586
                  0     337.094        5000   0.0308136   0.0141031
                  0     337.194        5000   0.0306766   0.0140376
                  0     337.294        5000   0.0319547   0.0146508
                  0     337.394        5000    0.032071   0.0147246
                  0     337.494        5000   0.0351265   0.0159667
                  0     337.594        5000   0.0319999   0.0144662
                  0     337.694        5000   0.0317467   0.0143765
                  0     337.794        5000   0.0289891   0.0131886
                  0     337.894        5000   0.0293519   0.0133036
                  0     337.994        5000   0.0293567   0.0133056
                  0     338.094        5000   0.0323296   0.0147344
                  0     338.194        5000   0.0288252   0.0131786
                  0     338.294        5000   0.0288302   0.0131806
                  0     338.394        5000   0.0309813   0.0142148
                  0     338.494        5000   0.0317391   0.0145749
                  0     338.594        5000   0.0316081   0.0145122
                  0     338.694        5000   0.0303134   0.0138944
                  0     338.794        5000   0.0316425   0.0145241
                  0     338.894        5000   0.0287239   0.0131203
                  0     338.994        5000   0.0303714   0.0139205
                  0     339.094        5000   0.0315062    0.014458
                  0     339.194        5000   0.0310977   0.0143196
                  0     339.294        5000   0.0313207   0.0143805
                  0     339.394        5000   0.0295371   0.0135457
                  0     339.494        5000   0.0299912   0.0137259
                  0     339.594        5000    0.028842   0.0132954
                  0     339.694        5000   0.0288469   0.0132975
                  0     339.794        5000   0.0290857   0.0135026
                  0     339.894        5000   0.0313112   0.0145332
                  0     339.994        5000   0.0276735   0.0127492
                  0     340.094        5000   0.0306852   0.0141967
                  0     340.194        5000   0.0276161   0.0127176
                  0     340.295        5000   0.0287521   0.0133223
                  0     340.395        5000   0.0263627   0.0121278
                  0     340.495        5000   0.0263658    0.012129
                  0     340.595        5000   0.0298883   0.0138532
                  0     340.695        5000   0.0291294   0.0134804
                  0     340.795        5000    0.028682   0.0132681
                  0     340.895        5000   0.0267732   0.0123442
                  0     340.995        5000   0.0287874   0.0133095
                  0     341.095        5000   0.0325666   0.0149553
                  0     341.195        5000   0.0345122   0.0158331
                  0     341.295        5000   0.0340108   0.0155943
                  0     341.395        5000   0.0293488   0.0135213
                  0     341.495        5000   0.0264486   0.0121709
                  0     341.595        5000   0.0264525   0.0121725
                  0     341.695        5000   0.0319682   0.0148259
                  0     341.795        5000   0.0291987   0.0135613
                  0     341.895        5000    0.029296   0.0136102
                  0     341.995        5000   0.0289727   0.0134042
                  0     342.095        5000   0.0291351   0.0134696
                  0     342.195        5000   0.0293782    0.013585
                  0     342.295        5000   0.0301184   0.0138932
                  0     342.395        5000   0.0366701   0.0170764
                  0     342.495        5000   0.0310606   0.0143895
                  0     342.595        5000   0.0311061   0.0144146
                  0     342.695        5000   0.0323644   0.0148428
                  0     342.795        5000   0.0336493   0.0154618
                  0     342.895        5000   0.0370801   0.0169388
                  0     342.995        5000   0.0373188   0.0170535
                  0     343.095        5000   0.0353923   0.0161804
                  0     343.195        5000   0.0304617   0.0139813
                  0     343.295        5000   0.0288997   0.0132206
                  0     343.395        5000   0.0317215   0.0145777
                  0     343.495        5000   0.0318869   0.0146563
                  0     343.595        5000   0.0299798   0.0137946
                  0     343.695        5000   0.0288535    0.013194
                  0     343.795        5000   0.0287916   0.0131605
                  0     343.896        5000   0.0287959   0.0131623
                  0     343.996        5000   0.0334025   0.0153851
                  0     344.096        5000   0.0319748   0.0146339
                  0     344.196        5000   0.0351359   0.0161525
                  0     344.296        5000   0.0317721   0.0145368
                  0     344.396        5000    0.031841   0.0146131
                  0     344.496        5000   0.0316432   0.0145212
                  0     344.596        5000   0.0321868   0.0148102
                  0     344.696        5000   0.0326387   0.0148715
                  0     344.796        5000    0.032454   0.0147724
                  0     344.896        5000    0.031172   0.0141677
                  0     344.996        5000   0.0288227    0.013175
                  0     345.096        5000   0.0288271   0.0131768
                  0     345.196        5000   0.0285669   0.0130377
                  0     345.296        5000    0.031749   0.0145775
                  0     345.396        5000   0.0287942   0.0131577
                  0     345.496        5000   0.0288857   0.0132059
                  0     345.596        5000   0.0289107   0.0132187
                  0     345.696        5000   0.0287186   0.0131157
                  0     345.796        5000   0.0287222   0.0131171
